BuildTree = 1,132000
FN : Point ID = 1, Mean = 0,0001100000052247196400000, var = 0,0000002179000206993883000
FN : Point ID = 73, Mean = 0,0009795890538155880000000, var = 0,0000140797205702908730000
FN : Point ID = 74, Mean = 0,0009664864990407148000000, var = 0,0000139021202766338590000
FN : Point ID = 75, Mean = 0,0009536000123868386000000, var = 0,0000137290472267759430000
FN : Point ID = 76, Mean = 0,0009844736969649890000000, var = 0,0000136773906980667590000
FN : Point ID = 77, Mean = 0,0009716883242771320000000, var = 0,0000135121856448084500000
FN : Point ID = 78, Mean = 0,0009593589867924890000000, var = 0,0000133507843859372020000
FN : Point ID = 79, Mean = 0,0009472152021495461000000, var = 0,0000131932898926534040000
FN : Point ID = 80, Mean = 0,0009653750126453815000000, var = 0,0000131031762877156960000
FN : Point ID = 81, Mean = 0,0009534568026127225000000, var = 0,0000129527721776560250000
FN : Point ID = 82, Mean = 0,0009418292806296404000000, var = 0,0000128057626820108740000
FN : Point ID = 83, Mean = 0,0009304819398991629000000, var = 0,0000126620348802502720000
FN : Point ID = 84, Mean = 0,0009195238215726844000000, var = 0,0000125213808965754680000
FN : Point ID = 85, Mean = 0,0009511764833210584000000, var = 0,0000125233811436537140000
FN : Point ID = 86, Mean = 0,0009402325707298249000000, var = 0,0000123880559329095900000
FN : Point ID = 87, Mean = 0,0009674712773225131000000, var = 0,0000123668730889162720000
FN : Point ID = 88, Mean = 0,0010145454675049140000000, var = 0,0000125686522342603420000
FN : Point ID = 89, Mean = 0,0010032584397854764000000, var = 0,0000124387535941445490000
FN : Point ID = 90, Mean = 0,0010256666798894810000000, var = 0,0000123872302772573300000
FN : Point ID = 91, Mean = 0,0010530769370578148000000, var = 0,0000123805896038438030000
FN : Point ID = 92, Mean = 0,0010416304486115342000000, var = 0,0000122579409886093560000
FN : Point ID = 93, Mean = 0,0010574193689371308000000, var = 0,0000121876709267770880000
FN : Point ID = 94, Mean = 0,0010714893759614690000000, var = 0,0000121214851812996000000
FN : Point ID = 95, Mean = 0,0010603158035879270000000, var = 0,0000120057305906224100000
FN : Point ID = 96, Mean = 0,0010492708473005526000000, var = 0,0000118922600476098300000
FN : Point ID = 97, Mean = 0,0010689690866454782000000, var = 0,0000118642125037306870000
FN : Point ID = 98, Mean = 0,0010581632796437385000000, var = 0,0000117545763813535780000
FN : Point ID = 99, Mean = 0,0010740404186836171000000, var = 0,0000117075484842520500000
FN : Point ID = 100, Mean = 0,0010633000144967808000000, var = 0,0000116018932713428790000
