BuildTree = 1,102000
FN : Point ID = 1, Mean = 0,0001300000026822090200000, var = 0,0000003130999957263484000
FN : Point ID = 51, Mean = 0,0009303921709001503000000, var = 0,0000178996647212713350000
FN : Point ID = 52, Mean = 0,0009125000137674551000000, var = 0,0000175717669933370560000
FN : Point ID = 53, Mean = 0,0008954717116298611000000, var = 0,0000172554890921801230000
FN : Point ID = 54, Mean = 0,0009329629771161342000000, var = 0,0000170958765695289320000
FN : Point ID = 55, Mean = 0,0009160000138958408000000, var = 0,0000168005805246249750000
FN : Point ID = 56, Mean = 0,0008998214422276111000000, var = 0,0000165151429838154380000
FN : Point ID = 57, Mean = 0,0008840351011358986000000, var = 0,0000162393593128668630000
FN : Point ID = 58, Mean = 0,0009315517381764948000000, var = 0,0000161737632679835040000
FN : Point ID = 59, Mean = 0,0009157627256650288000000, var = 0,0000159140906763046200000
FN : Point ID = 60, Mean = 0,0009506666807380194000000, var = 0,0000157798997090740230000
FN : Point ID = 61, Mean = 0,0009955737850300540000000, var = 0,0000157703084293177780000
FN : Point ID = 62, Mean = 0,0009795161433360210000000, var = 0,0000155316773352056600000
FN : Point ID = 63, Mean = 0,0009639682680449730000000, var = 0,0000153001304327431300000
FN : Point ID = 64, Mean = 0,0009489062638567702000000, var = 0,0000150753583248509640000
FN : Point ID = 65, Mean = 0,0009343077059512815000000, var = 0,0000148570692803882870000
FN : Point ID = 66, Mean = 0,0009613636502057709000000, var = 0,0000147313861604274800000
FN : Point ID = 67, Mean = 0,0009470149390086698000000, var = 0,0000145251031690571100000
FN : Point ID = 68, Mean = 0,0009332353075596449000000, var = 0,0000143243661412085660000
FN : Point ID = 69, Mean = 0,0009197101581747226000000, var = 0,0000141292058491991990000
FN : Point ID = 70, Mean = 0,0009067142987790118000000, var = 0,0000139391550528772700000
FN : Point ID = 71, Mean = 0,0008939436748525469000000, var = 0,0000137542451438546000000
FN : Point ID = 72, Mean = 0,0008815277904795949000000, var = 0,0000135741589084195470000
FN : Point ID = 73, Mean = 0,0008695890536302165000000, var = 0,0000133986095500691760000
FN : Point ID = 74, Mean = 0,0008578378502027811000000, var = 0,0000132276278859361680000
FN : Point ID = 75, Mean = 0,0008464000122000774000000, var = 0,0000130609405003433830000
FN : Point ID = 76, Mean = 0,0008752631704555824000000, var = 0,0000129983882147730720000
FN : Point ID = 77, Mean = 0,0008638961162938216000000, var = 0,0000128393979321657520000
FN : Point ID = 78, Mean = 0,0008529487301935800000000, var = 0,0000126841452746594070000
FN : Point ID = 79, Mean = 0,0008422784931085344000000, var = 0,0000125325923990200430000
FN : Point ID = 80, Mean = 0,0008621250123396749000000, var = 0,0000124556156051585280000
FN : Point ID = 81, Mean = 0,0008514814936688147000000, var = 0,0000123109053321711920000
FN : Point ID = 82, Mean = 0,0008410975730143169000000, var = 0,0000121695062307740580000
FN : Point ID = 83, Mean = 0,0008309638673153493000000, var = 0,0000120313064170551340000
FN : Point ID = 84, Mean = 0,0008210714403234999000000, var = 0,0000118961989680400970000
FN : Point ID = 85, Mean = 0,0008556470713331638000000, var = 0,0000119256329385457840000
FN : Point ID = 86, Mean = 0,0008456976867827782000000, var = 0,0000117953769596013880000
FN : Point ID = 87, Mean = 0,0008737931162755851000000, var = 0,0000117863707923158900000
FN : Point ID = 88, Mean = 0,0009186363763927312000000, var = 0,0000119640618925317450000
FN : Point ID = 89, Mean = 0,0009083146193546107000000, var = 0,0000118390096336343600000
FN : Point ID = 90, Mean = 0,0009291111240422146000000, var = 0,0000117796415461294920000
FN : Point ID = 91, Mean = 0,0009537362771564173000000, var = 0,0000117568707713022730000
FN : Point ID = 92, Mean = 0,0009433695784916737000000, var = 0,0000116388583258541030000
FN : Point ID = 93, Mean = 0,0009577419490663595000000, var = 0,0000115664939398447120000
FN : Point ID = 94, Mean = 0,0009708510775198328000000, var = 0,0000115002142816935970000
FN : Point ID = 95, Mean = 0,0009606315924933082000000, var = 0,0000113889765546937600000
FN : Point ID = 96, Mean = 0,0009506250134048362000000, var = 0,0000112798538866276090000
FN : Point ID = 97, Mean = 0,0009693814570698695000000, var = 0,0000112474131306875450000
FN : Point ID = 98, Mean = 0,0009594898095487484000000, var = 0,0000111421345439420600000
FN : Point ID = 99, Mean = 0,0009742424380847940000000, var = 0,0000110915588790630110000
FN : Point ID = 100, Mean = 0,0009645000137039460000000, var = 0,0000109900398587197830000
